"compiler","mode","order","structure","n","median_ns","min_ns","max_ns","sessions"
"gcc","lat","shuffled","fusion16_w",512,50.4105,50.3967,50.7553,3
"clang","tput","shuffled","fusion16_w",512,40.8249,40.6845,41.3498,3
"gcc","tput","shuffled","fusion16_w",512,41.6702,41.4566,42.0898,3
"gcc","lat","blocked","fusion8",512,39.1861,39.0137,40.1932,3
"gcc","tput","blocked","fusion8",512,33.815,33.7387,35.1105,3
"clang","lat","shuffled","fusion8",512,41.4078,40.7761,41.861,3
"gcc","lat","shuffled","fusion8",512,39.2761,39.0961,40.5411,3
"clang","tput","shuffled","fusion8",512,36.795,36.705,37.2604,3
"gcc","tput","shuffled","fusion8",512,34.3857,34.3018,35.5331,3
"gcc","lat","blocked","fusion8_bf",512,44.5404,43.074,45.2805,3
"gcc","tput","blocked","fusion8_bf",512,37.5717,36.5662,37.8281,3
"clang","lat","shuffled","fusion8_bf",512,44.075,43.837,44.928,3
"gcc","lat","shuffled","fusion8_bf",512,44.7327,43.5013,45.578,3
"clang","tput","shuffled","fusion8_bf",512,38.5971,37.822,38.6475,3
"gcc","tput","shuffled","fusion8_bf",512,37.7213,37.2269,38.2782,3
"gcc","lat","blocked","fusion8_c",512,43.4616,42.3111,44.252,3
"gcc","tput","blocked","fusion8_c",512,36.8637,35.9833,38.3835,3
"clang","lat","shuffled","fusion8_c",512,42.54,42.3813,43.457,3
"gcc","lat","shuffled","fusion8_c",512,43.6325,42.3096,44.4,3
"clang","tput","shuffled","fusion8_c",512,37.2299,36.4014,37.2482,3
"gcc","tput","shuffled","fusion8_c",512,37.9562,36.8423,38.1058,3
"gcc","lat","blocked","sorted_array",512,14.0839,14.0778,14.3784,3
"gcc","tput","blocked","sorted_array",512,4.9927,4.9606,5.0552,3
"clang","lat","shuffled","sorted_array",512,28.4683,27.9572,28.5095,3
"gcc","lat","shuffled","sorted_array",512,14.1006,14.1006,14.3707,3
"clang","tput","shuffled","sorted_array",512,28.4744,28.2242,28.8574,3
"gcc","tput","shuffled","sorted_array",512,4.9774,4.9713,5.0705,3
"gcc","lat","blocked","btree16_bl_a64",1024,21.4417,21.3242,21.756,3
"gcc","tput","blocked","btree16_bl_a64",1024,11.2289,10.9146,11.6196,3
"clang","lat","shuffled","btree16_bl_a64",1024,23.0606,23.0225,23.3704,3
"gcc","lat","shuffled","btree16_bl_a64",1024,21.8277,21.6202,21.9986,3
"clang","tput","shuffled","btree16_bl_a64",1024,11.9354,11.7844,12.6984,3
"gcc","tput","shuffled","btree16_bl_a64",1024,11.4639,11.0733,11.9415,3
"gcc","lat","blocked","btree8",1024,26.1765,25.946,26.7715,3
"gcc","tput","blocked","btree8",1024,26.3458,26.2131,26.828,3
"clang","lat","shuffled","btree8",1024,30.574,29.9744,30.7083,3
"gcc","lat","shuffled","btree8",1024,27.0569,26.6205,27.0691,3
"clang","tput","shuffled","btree8",1024,28.8406,28.4195,28.978,3
"gcc","tput","shuffled","btree8",1024,27.0142,26.9928,27.3468,3
"gcc","lat","blocked","btree8_a64",1024,24.6674,24.3423,25.3906,3
"gcc","tput","blocked","btree8_a64",1024,24.6536,24.6109,24.8672,3
"clang","lat","shuffled","btree8_a64",1024,29.2053,28.83,29.3015,3
"gcc","lat","shuffled","btree8_a64",1024,25.441,25.1358,25.441,3
"clang","tput","shuffled","btree8_a64",1024,27.0477,26.6632,27.4734,3
"gcc","tput","shuffled","btree8_a64",1024,25.2457,25.1465,25.5737,3
"gcc","lat","blocked","btree8_bl",1024,26.6617,26.5244,26.8936,3
"gcc","tput","blocked","btree8_bl",1024,20.491,20.3842,20.9503,3
"clang","lat","shuffled","btree8_bl",1024,29.8889,29.5609,29.9774,3
"gcc","lat","shuffled","btree8_bl",1024,27.1439,26.918,27.2812,3
"clang","tput","shuffled","btree8_bl",1024,23.1613,22.8943,23.4497,3
"gcc","tput","shuffled","btree8_bl",1024,20.7458,20.6192,21.1227,3
"gcc","lat","blocked","btree8_bl_a64",1024,24.6033,24.5026,25.0443,3
"gcc","tput","blocked","btree8_bl_a64",1024,18.7347,18.5699,19.1193,3
"clang","lat","shuffled","btree8_bl_a64",1024,27.1393,27.0157,27.597,3
"gcc","lat","shuffled","btree8_bl_a64",1024,24.8322,24.6582,24.9695,3
"clang","tput","shuffled","btree8_bl_a64",1024,21.1639,21.1288,21.3791,3
"gcc","tput","shuffled","btree8_bl_a64",1024,18.9026,18.7103,19.2215,3
"gcc","lat","blocked","fusion16_w",1024,55.1285,54.9545,56.4041,3
"gcc","tput","blocked","fusion16_w",1024,47.3114,45.9137,47.5586,3
"clang","lat","shuffled","fusion16_w",1024,55.2475,54.8874,56.0287,3
"gcc","lat","shuffled","fusion16_w",1024,55.3848,55.3024,56.5369,3
"clang","tput","shuffled","fusion16_w",1024,45.4834,44.8624,46.3898,3
"gcc","tput","shuffled","fusion16_w",1024,46.7239,46.1609,47.0993,3
"gcc","lat","blocked","fusion8",1024,46.3577,46.196,47.0886,3
"gcc","tput","blocked","fusion8",1024,42.1295,42.0547,44.6411,3
"clang","lat","shuffled","fusion8",1024,49.4934,49.2126,49.9588,3
"gcc","lat","shuffled","fusion8",1024,48.0255,47.3694,48.3612,3
"clang","tput","shuffled","fusion8",1024,45.8649,45.7825,46.0205,3
"gcc","tput","shuffled","fusion8",1024,43.6401,43.2983,45.2148,3
"gcc","lat","blocked","fusion8_bf",1024,53.4271,52.6398,54.2862,3
"gcc","tput","blocked","fusion8_bf",1024,48.6099,48.2224,49.6124,3
"clang","lat","shuffled","fusion8_bf",1024,53.3875,53.2013,53.6957,3
"gcc","lat","shuffled","fusion8_bf",1024,54.6875,53.8193,55.1437,3
"clang","tput","shuffled","fusion8_bf",1024,50.2594,49.6643,50.2716,3
"gcc","tput","shuffled","fusion8_bf",1024,51.2512,50.856,52.3407,3
"gcc","lat","blocked","fusion8_c",1024,52.179,51.6266,53.2578,3
"gcc","tput","blocked","fusion8_c",1024,50.0137,47.8409,51.1444,3
"clang","lat","shuffled","fusion8_c",1024,51.3275,50.8774,51.6647,3
"gcc","lat","shuffled","fusion8_c",1024,52.1927,51.9806,53.2272,3
"clang","tput","shuffled","fusion8_c",1024,48.1934,48.0621,48.5367,3
"gcc","tput","shuffled","fusion8_c",1024,49.707,49.5361,49.9084,3
"gcc","lat","blocked","sorted_array",1024,15.4968,15.4846,15.7822,3
"gcc","tput","blocked","sorted_array",1024,5.719,5.7053,5.8105,3
"clang","lat","shuffled","sorted_array",1024,33.1635,32.8827,33.3801,3
"gcc","lat","shuffled","sorted_array",1024,15.6036,15.4968,15.7776,3
"clang","tput","shuffled","sorted_array",1024,33.9157,33.638,34.1629,3
"gcc","tput","shuffled","sorted_array",1024,5.7388,5.6976,5.8212,3
"gcc","lat","blocked","btree16_bl_a64",2048,21.138,21.08,21.4951,3
"gcc","tput","blocked","btree16_bl_a64",2048,9.1446,9.0347,9.1583,3
"clang","lat","shuffled","btree16_bl_a64",2048,22.8683,22.5586,23.0545,3
"gcc","lat","shuffled","btree16_bl_a64",2048,21.6843,21.2585,21.7468,3
"clang","tput","shuffled","btree16_bl_a64",2048,9.4528,9.3704,9.5261,3
"gcc","tput","shuffled","btree16_bl_a64",2048,9.3338,9.2178,9.4406,3
"gcc","lat","blocked","btree8",2048,30.0354,29.8325,30.5405,3
"gcc","tput","blocked","btree8",2048,30.22,29.9667,30.3299,3
"clang","lat","shuffled","btree8",2048,34.3414,34.14,34.993,3
"gcc","lat","shuffled","btree8",2048,31.3446,31.337,31.4209,3
"clang","tput","shuffled","btree8",2048,32.0435,31.7993,32.3715,3
"gcc","tput","shuffled","btree8",2048,31.0974,30.7037,31.4545,3
"gcc","lat","blocked","btree8_a64",2048,28.4958,28.479,29.0421,3
"gcc","tput","blocked","btree8_a64",2048,28.4836,28.3524,28.5492,3
"clang","lat","shuffled","btree8_a64",2048,33.0704,32.5943,33.9569,3
"gcc","lat","shuffled","btree8_a64",2048,29.364,29.129,29.3823,3
"clang","tput","shuffled","btree8_a64",2048,30.6396,30.426,30.8929,3
"gcc","tput","shuffled","btree8_a64",2048,28.8544,28.6362,29.2282,3
"gcc","lat","blocked","btree8_bl",2048,28.7399,28.6179,29.2099,3
"gcc","tput","blocked","btree8_bl",2048,16.9937,16.6595,17.5171,3
"clang","lat","shuffled","btree8_bl",2048,32.4356,32.164,32.9056,3
"gcc","lat","shuffled","btree8_bl",2048,29.4479,28.8559,29.4907,3
"clang","tput","shuffled","btree8_bl",2048,19.809,18.869,20.2835,3
"gcc","tput","shuffled","btree8_bl",2048,17.5247,17.2211,18.1335,3
"gcc","lat","blocked","btree8_bl_a64",2048,26.3489,26.2085,26.6876,3
"gcc","tput","blocked","btree8_bl_a64",2048,15.3976,15.2893,15.9302,3
"clang","lat","shuffled","btree8_bl_a64",2048,29.834,29.1901,29.8828,3
"gcc","lat","shuffled","btree8_bl_a64",2048,26.9867,26.3977,26.9958,3
"clang","tput","shuffled","btree8_bl_a64",2048,17.9001,17.6331,18.2922,3
"gcc","tput","shuffled","btree8_bl_a64",2048,15.8493,15.6891,16.5878,3
"gcc","lat","blocked","fusion16_w",2048,58.1085,58.0063,59.5444,3
"gcc","tput","blocked","fusion16_w",2048,48.317,48.2559,49.2798,3
"clang","lat","shuffled","fusion16_w",2048,59.1782,58.0414,59.2026,3
"gcc","lat","shuffled","fusion16_w",2048,59.1232,58.0673,59.3689,3
"clang","tput","shuffled","fusion16_w",2048,47.29,47.0947,47.8928,3
"gcc","tput","shuffled","fusion16_w",2048,48.1995,47.8165,49.2432,3
"gcc","lat","blocked","fusion8",2048,53.9978,53.6194,55.0461,3
"gcc","tput","blocked","fusion8",2048,50.3281,50.2945,51.3306,3
"clang","lat","shuffled","fusion8",2048,57.8461,56.3217,57.9865,3
"gcc","lat","shuffled","fusion8",2048,56.2378,55.3391,56.5857,3
"clang","tput","shuffled","fusion8",2048,53.9795,53.5675,53.9917,3
"gcc","tput","shuffled","fusion8",2048,52.0157,51.5823,52.8961,3
"gcc","lat","blocked","fusion8_bf",2048,59.4955,59.4742,60.2753,3
"gcc","tput","blocked","fusion8_bf",2048,53.3035,52.9495,54.5792,3
"clang","lat","shuffled","fusion8_bf",2048,59.7214,59.1553,60.3333,3
"gcc","lat","shuffled","fusion8_bf",2048,61.4197,60.0586,62.2864,3
"clang","tput","shuffled","fusion8_bf",2048,54.0695,54.0634,54.4281,3
"gcc","tput","shuffled","fusion8_bf",2048,54.8981,54.7928,55.1559,3
"gcc","lat","blocked","fusion8_c",2048,57.962,57.7469,58.725,3
"gcc","tput","blocked","fusion8_c",2048,53.9352,52.6001,54.0009,3
"clang","lat","shuffled","fusion8_c",2048,57.1442,56.4575,57.7484,3
"gcc","lat","shuffled","fusion8_c",2048,58.6258,57.7744,58.7738,3
"clang","tput","shuffled","fusion8_c",2048,51.59,51.5671,51.9165,3
"gcc","tput","shuffled","fusion8_c",2048,52.7328,52.5436,53.2181,3
"gcc","lat","blocked","sorted_array",2048,17.2318,16.9357,17.2653,3
"gcc","tput","blocked","sorted_array",2048,6.2775,6.2775,6.3919,3
"clang","lat","shuffled","sorted_array",2048,37.8784,37.4893,38.5422,3
"gcc","lat","shuffled","sorted_array",2048,17.2745,16.9479,17.2852,3
"clang","tput","shuffled","sorted_array",2048,38.4521,38.2797,38.8794,3
"gcc","tput","shuffled","sorted_array",2048,6.3766,6.3034,6.4255,3
"gcc","lat","blocked","btree16_bl_a64",4096,20.9198,20.9061,21.3013,3
"gcc","tput","blocked","btree16_bl_a64",4096,8.078,8.0002,8.1406,3
"clang","lat","shuffled","btree16_bl_a64",4096,22.6578,22.2473,22.7051,3
"gcc","lat","shuffled","btree16_bl_a64",4096,21.2708,21.0297,21.4508,3
"clang","tput","shuffled","btree16_bl_a64",4096,8.0597,7.9956,8.0658,3
"gcc","tput","shuffled","btree16_bl_a64",4096,8.1558,8.1345,8.2092,3
"gcc","lat","blocked","btree8",4096,32.9468,32.3624,33.3893,3
"gcc","tput","blocked","btree8",4096,33.1406,33.0948,33.3069,3
"clang","lat","shuffled","btree8",4096,37.0865,36.8637,37.9196,3
"gcc","lat","shuffled","btree8",4096,33.638,33.2809,34.0271,3
"clang","tput","shuffled","btree8",4096,35.1868,35.1379,35.4156,3
"gcc","tput","shuffled","btree8",4096,33.9279,33.6105,34.2468,3
"gcc","lat","blocked","btree8_a64",4096,31.0181,30.9143,31.1615,3
"gcc","tput","blocked","btree8_a64",4096,31.163,30.7007,31.4102,3
"clang","lat","shuffled","btree8_a64",4096,36.3495,35.7803,36.5036,3
"gcc","lat","shuffled","btree8_a64",4096,31.7749,31.6956,32.1472,3
"clang","tput","shuffled","btree8_a64",4096,32.8018,32.5195,32.9285,3
"gcc","tput","shuffled","btree8_a64",4096,31.7032,31.6345,32.0663,3
"gcc","lat","blocked","btree8_bl",4096,28.418,28.3905,28.9322,3
"gcc","tput","blocked","btree8_bl",4096,13.3163,13.2797,13.6353,3
"clang","lat","shuffled","btree8_bl",4096,32.0312,31.4224,32.1259,3
"gcc","lat","shuffled","btree8_bl",4096,29.1534,28.7354,29.2328,3
"clang","tput","shuffled","btree8_bl",4096,14.9094,14.8483,15.2725,3
"gcc","tput","shuffled","btree8_bl",4096,13.6917,13.6215,13.9496,3
"gcc","lat","blocked","btree8_bl_a64",4096,25.9674,25.8301,26.4282,3
"gcc","tput","blocked","btree8_bl_a64",4096,12.1643,12.1033,12.4466,3
"clang","lat","shuffled","btree8_bl_a64",4096,29.3961,28.8284,29.4083,3
"gcc","lat","shuffled","btree8_bl_a64",4096,26.4084,26.0666,26.5564,3
"clang","tput","shuffled","btree8_bl_a64",4096,13.8824,13.7329,13.8962,3
"gcc","tput","shuffled","btree8_bl_a64",4096,12.5168,12.4069,12.767,3
"gcc","lat","blocked","fusion16_w",4096,58.6472,58.3145,59.6848,3
"gcc","tput","blocked","fusion16_w",4096,47.3251,46.8903,47.5174,3
"clang","lat","shuffled","fusion16_w",4096,58.5739,58.4457,59.4193,3
"gcc","lat","shuffled","fusion16_w",4096,59.2087,58.3405,59.7504,3
"clang","tput","shuffled","fusion16_w",4096,45.5566,45.3796,45.6406,3
"gcc","tput","shuffled","fusion16_w",4096,46.9574,46.6263,47.6181,3
"gcc","lat","blocked","fusion8",4096,56.2347,56.1295,56.8741,3
"gcc","tput","blocked","fusion8",4096,51.1078,50.563,51.6327,3
"clang","lat","shuffled","fusion8",4096,59.61,59.4849,60.1639,3
"gcc","lat","shuffled","fusion8",4096,57.8934,56.9672,57.9086,3
"clang","tput","shuffled","fusion8",4096,55.2338,55.1727,55.4306,3
"gcc","tput","shuffled","fusion8",4096,53.0991,52.475,53.537,3
"gcc","lat","blocked","fusion8_bf",4096,62.262,62.0697,63.797,3
"gcc","tput","blocked","fusion8_bf",4096,54.4724,54.3472,55.8395,3
"clang","lat","shuffled","fusion8_bf",4096,62.5748,61.4304,62.7716,3
"gcc","lat","shuffled","fusion8_bf",4096,64.0076,62.8754,64.2563,3
"clang","tput","shuffled","fusion8_bf",4096,56.2485,55.7922,56.2698,3
"gcc","tput","shuffled","fusion8_bf",4096,56.0471,55.5038,56.8466,3
"gcc","lat","blocked","fusion8_c",4096,60.2905,59.9472,61.4304,3
"gcc","tput","blocked","fusion8_c",4096,55.0842,54.9896,55.6992,3
"clang","lat","shuffled","fusion8_c",4096,59.8022,58.5266,60.1715,3
"gcc","lat","shuffled","fusion8_c",4096,60.9741,59.7733,61.5143,3
"clang","tput","shuffled","fusion8_c",4096,53.0792,53.0655,53.949,3
"gcc","tput","shuffled","fusion8_c",4096,55.2139,54.6585,56.1157,3
"gcc","lat","blocked","sorted_array",4096,18.3258,18.3121,18.6905,3
"gcc","tput","blocked","sorted_array",4096,7.2769,7.1503,7.2922,3
"clang","lat","shuffled","sorted_array",4096,42.2836,42.0547,42.3813,3
"gcc","lat","shuffled","sorted_array",4096,18.3838,18.364,18.7119,3
"clang","tput","shuffled","sorted_array",4096,42.7826,42.7368,42.7917,3
"gcc","tput","shuffled","sorted_array",4096,7.1579,7.1335,7.2968,3
"gcc","lat","blocked","btree16_bl_a64",8192,31.2958,30.809,31.6269,3
"gcc","tput","blocked","btree16_bl_a64",8192,22.3373,22.0016,22.728,3
"clang","lat","shuffled","btree16_bl_a64",8192,34.613,33.2443,34.6191,3
"gcc","lat","shuffled","btree16_bl_a64",8192,31.929,31.9168,32.2754,3
"clang","tput","shuffled","btree16_bl_a64",8192,24.5773,24.5712,24.6094,3
"gcc","tput","shuffled","btree16_bl_a64",8192,22.8836,22.7982,23.4207,3
"gcc","lat","blocked","btree8",8192,36.2732,36.0626,36.7615,3
"gcc","tput","blocked","btree8",8192,36.1664,36.1267,37.0132,3
"clang","lat","shuffled","btree8",8192,41.0889,40.6708,41.5939,3
"gcc","lat","shuffled","btree8",8192,37.146,36.9858,37.7274,3
"clang","tput","shuffled","btree8",8192,38.6368,38.5773,38.7329,3
"gcc","tput","shuffled","btree8",8192,37.326,37.0682,38.0646,3
"gcc","lat","blocked","btree8_a64",8192,34.3628,34.1446,34.8465,3
"gcc","tput","blocked","btree8_a64",8192,34.0454,33.8272,34.6893,3
"clang","lat","shuffled","btree8_a64",8192,40.0452,39.2731,40.4373,3
"gcc","lat","shuffled","btree8_a64",8192,35.3455,35.0708,35.5881,3
"clang","tput","shuffled","btree8_a64",8192,36.7996,36.6028,36.8744,3
"gcc","tput","shuffled","btree8_a64",8192,35.0037,34.7565,35.5072,3
"gcc","lat","blocked","btree8_bl",8192,32.9605,32.869,33.5098,3
"gcc","tput","blocked","btree8_bl",8192,21.3318,21.2784,21.5546,3
"clang","lat","shuffled","btree8_bl",8192,37.2025,37.0743,37.8952,3
"gcc","lat","shuffled","btree8_bl",8192,34.0118,33.519,34.082,3
"clang","tput","shuffled","btree8_bl",8192,23.3704,23.3627,23.6374,3
"gcc","tput","shuffled","btree8_bl",8192,22.6807,22.6364,22.9279,3
"gcc","lat","blocked","btree8_bl_a64",8192,30.3085,30.1468,30.7617,3
"gcc","tput","blocked","btree8_bl_a64",8192,19.0155,18.75,19.0445,3
"clang","lat","shuffled","btree8_bl_a64",8192,34.4193,33.9218,35.0327,3
"gcc","lat","shuffled","btree8_bl_a64",8192,30.9631,30.8594,31.2637,3
"clang","tput","shuffled","btree8_bl_a64",8192,21.3272,21.2906,21.5927,3
"gcc","tput","shuffled","btree8_bl_a64",8192,19.6671,19.6075,20.1477,3
"gcc","lat","blocked","fusion16_w",8192,74.8001,74.6735,76.1276,3
"gcc","tput","blocked","fusion16_w",8192,67.0502,66.8396,67.6926,3
"clang","lat","shuffled","fusion16_w",8192,76.2878,74.8718,76.8585,3
"gcc","lat","shuffled","fusion16_w",8192,75.9232,75.4684,77.0081,3
"clang","tput","shuffled","fusion16_w",8192,66.0202,65.8722,66.5604,3
"gcc","tput","shuffled","fusion16_w",8192,67.5476,67.4271,68.7302,3
"gcc","lat","blocked","fusion8",8192,62.9364,62.7426,64.2151,3
"gcc","tput","blocked","fusion8",8192,56.9046,56.7108,57.9041,3
"clang","lat","shuffled","fusion8",8192,68.4814,67.4698,68.9056,3
"gcc","lat","shuffled","fusion8",8192,65.2603,64.8163,65.5823,3
"clang","tput","shuffled","fusion8",8192,62.8784,62.4146,63.2751,3
"gcc","tput","shuffled","fusion8",8192,59.5749,59.2133,60.8658,3
"gcc","lat","blocked","fusion8_bf",8192,71.0663,70.5826,72.0612,3
"gcc","tput","blocked","fusion8_bf",8192,65.5304,65.1657,66.4581,3
"clang","lat","shuffled","fusion8_bf",8192,72.5632,71.1349,76.0254,3
"gcc","lat","shuffled","fusion8_bf",8192,72.8821,72.8317,73.0804,3
"clang","tput","shuffled","fusion8_bf",8192,66.3757,66.2628,67.6743,3
"gcc","tput","shuffled","fusion8_bf",8192,68.5287,67.8848,69.5877,3
"gcc","lat","blocked","fusion8_c",8192,69.1391,68.8126,70.4224,3
"gcc","tput","blocked","fusion8_c",8192,64.5111,64.1861,65.3275,3
"clang","lat","shuffled","fusion8_c",8192,67.4744,66.6626,68.3426,3
"gcc","lat","shuffled","fusion8_c",8192,69.693,69.3741,69.8303,3
"clang","tput","shuffled","fusion8_c",8192,62.6221,62.5046,63.1317,3
"gcc","tput","shuffled","fusion8_c",8192,67.4515,67.2699,68.3334,3
"gcc","lat","blocked","sorted_array",8192,22.5601,22.5571,23.0087,3
"gcc","tput","blocked","sorted_array",8192,8.9462,8.9432,8.9523,3
"clang","lat","shuffled","sorted_array",8192,47.4274,47.0001,48.1155,3
"gcc","lat","shuffled","sorted_array",8192,22.644,22.5922,23.0194,3
